X,Y,id,address_fo,address_ty,lat,lng,Nom de MSP,icon_url
5.9243886,43.4081566,"84","3 Rue Victor Hugo, 83170 Tourves, France","3, RUE, VICTOR HUGO, 83, VAR, 83170 TOURVES",43.408156599999998,5.924388600000000,SISA MSP VALBELLE,./0.png
6.5476288,43.3387429,"85","3 Rue Jean Jaurès, 83120 Le Plan-de-la-Tour, France","3, RUE, JEAN JAURES, 83, VAR, 83120 LE PLAN DE LA TOUR",43.338742900000000,6.547628800000000,POLE DE SANTE ALLIANCE THERAP DU GOLFE,./0.png
5.8530634,43.1076733,"86","La, 198 Rue de Lisbonne, 83500 La Seyne-sur-Mer, France","198, AVENUE, DE LISBONNE, 83, VAR, 83500 LA SEYNE SUR MER",43.107673300000002,5.853063400000000,MSP CADUCEUS,./0.png
6.0415947,43.3945447,"87","58 Rue de l'Allée, 83170 La Celle, France","58, RUE, DE L'ALLEE, 83, VAR, 83170 LA CELLE",43.394544699999997,6.041594700000000,MSP DE LA CELLE,./0.png
5.6296059,43.2125552,"88","13 Bd Alphonse David, 13600 Ceyreste, France","BOULEVARD, ALPHONSE DAVID, 13, BOUCHES DU RHONE, 13600 CEYRESTE",43.212555199999997,5.629605900000000,MSP LA CIOTAT-CEYRESTE,./0.png
6.6894187,43.5921299,"89","Rte de Fréjus, 83440 Fayence, France","848, ROUTE, DE SAINT PAUL, 83, VAR, 83600 BAGNOLS EN FORET",43.592129900000003,6.689418700000000,MSP BAGNOLS SAINT PAUL EN FORET,./0.png
6.0046807,43.5576182,"90","24 All. Anatole France, 83670 Barjols, France","24, ALLEE, ANATOLE FRANCE, 83, VAR, 83670 BARJOLS",43.557618200000000,6.004680700000000,MSP MULTISITES BARJOLS ET VARAGES,./0.png
6.224342,43.626626,"91","1 Pl. Martin Bidouré, 83630 Aups, France","1, PLACE, MARTIN BIDOURE, 83, VAR, 83630 AUPS",43.626626000000002,6.224342000000000,MSP D'AUPS (LACS ET GORGES DU VERDON),./0.png
5.7744213,43.1773575,"92","172 Rue des Micocouliers, 83330 Le Castellet, France","172, RUE, DES MICOCOULIERS, 83, VAR, 83330 LE CASTELLET",43.177357499999999,5.774421300000000,MSP BEAUSSETANE,./0.png
5.7991482,43.1969895,"93","20 Av. Saint-Louis, 83330 Le Beausset, France","20, AVENUE, SAINT LOUIS, 83, VAR, 83330 LE BEAUSSET",43.196989500000001,5.799148200000000,MSP BEAUSSETANE,./0.png
6.6924306,43.6229537,"94","159 Rue Comtesse de Villeneuve, 83440 Fayence, France","159, RUE, COMTESSE DE VILLENEUVE, 83, VAR, 83440 FAYENCE",43.622953699999997,6.692430600000000,SISA MSP PAYS DE FAYENCE,./0.png
6.3032554,43.4504677,"95","83 Chem. de Pré Long, 83340 Le Thoronet, France","CHEMIN, LE PRE LONG, 83, VAR, 83340 LE THORONET",43.450467699999997,6.303255400000000,MSP THORSANTIS,./0.png
6.6346548,43.2693484,"96","1 Av. Gén de Gaulle, 83990 Saint-Tropez, France","1, AVENUE, GENERAL DE GAULLE, 83, VAR, 83990 ST TROPEZ",43.269348399999998,6.634654800000000,MSP SAINT TROPEZ,./0.png
5.8149835,43.1059141,"97","33 Cor de Solviou, 83140 Six-Fours-les-Plages, France","33, CORNICHE, SOLVIOU, 83, VAR, 83140 SIX FOURS LES PLAGES",43.105914100000000,5.814983500000000,MSP SIX FOURS SANTE,./0.png
6.5344276,43.2500248,"98","9 Bd de Lattre de Tassigny, 83310 Cogolin, France","9, BOULEVARD, DE LATTRE DE TASSIGNY, 83, VAR, 83310 COGOLIN",43.250024799999998,6.534427600000000,MSP DE COGOLIN,./0.png
5.7546997,43.1943011,"99","100 Av. Magloire Giraud, 83740 La Cadière-d'Azur, France","100, AVENUE, MALGOIRE GIRAUD, 83, VAR, 83740 LA CADIERE D AZUR",43.194301099999997,5.754699700000000,MSP LA CADIERE D'AZUR,./0.png
5.9250798,43.1265322,"100","18 Av. du Maréchal Foch, 83000 Toulon, France","18, AVENUE, DU MARECHAL FOCH, 83, VAR, 83000 TOULON",43.126532200000000,5.925079800000000,MSP DU PALAIS,./0.png
5.9715064,43.2839366,"101","47 Rte de Brignoles, 83136 Méounes-lès-Montrieux, France","47, ROUTE, DE BRIGNOLES, 83, VAR, 83136 MEOUNES LES MONTRIEUX",43.283936599999997,5.971506400000000,MSP MEOUNES-LES-MONTRIEUX,./0.png
