X,Y,id,address_fo,address_ty,lat,lng,Nom de MSP,icon_url
5.0062253,44.189619,"102","Chem. du Stade, 84110 Sablet, France","CHEMIN, DU STADE, 84, VAUCLUSE, 84110 SABLET",44.189619000000000,5.006225300000000,MSP DE SABLET,./0.png
4.846996,43.9568993,"103","47 Av. Charles de Gaulle, 84130 Le Pontet, France","47, AVENUE, CHARLES DE GAULLE, 84, VAUCLUSE, 84130 LE PONTET",43.956899300000003,4.846996000000000,MSP AVIGNON LE PONTET,./0.png
5.0275414,44.1204023,"104","135 Pl. du Marché, 84190 Beaumes-de-Venise, France","135, PLACE, DU MARCHE, 84, VAUCLUSE, 84190 BEAUMES DE VENISE",44.120402300000002,5.027541400000000,MSP DU TERRITOIRE DE BEAUMES DE VENISE,./0.png
5.1806828,44.124028,"105","301 Avenue Barral des Baux, 84410 Bédoin, France","301, AVENUE, BARRAL DES BEAUX, 84, VAUCLUSE, 84410 BEDOIN",44.124028000000003,5.180682800000000,MSP BEDOIN PAYS DU VENTOUX,./0.png
5.19832,43.8596282,"106","84 Les Beaumettes, 84220 Beaumettes, France","RUE, DES MICOCOULIERS, 84, VAUCLUSE, 84220 BEAUMETTES",43.859628200000003,5.198320000000000,MSP DES BEAUMETTES CALAVON,./0.png
5.3730176,43.950937,"107","84490 Saint-Saturnin-lès-Apt, France","84, VAUCLUSE, 84490 ST SATURNIN LES APT",43.950937000000003,5.373017600000000,MSP DE SAINT-SATURNIN-LES-APT,./0.png
5.5074951,43.693074,"108","173 Rue des Festons, 84120 Pertuis, France","173, RUE, DES  FESTONS, 84, VAUCLUSE, 84120 PERTUIS",43.693074000000003,5.507495100000000,MSP DE PERTUIS SUD LUBERON,./0.png
5.5499336,43.7277637,"109","280 Bd de la République, 84240 La Tour-d'Aigues, France","280, BOULEVARD, DE LA REPUBLIQUE, 84, VAUCLUSE, 84240 LA TOUR D AIGUES",43.727763699999997,5.549933600000000,MSP LES GLYCINES,./0.png
5.1577867,44.0220574,"110","52 Av. Dr Tondut, 84570 Malemort-du-Comtat, France","52, AVENUE, DU DOCTEUR TONDUT, 84, VAUCLUSE, 84570 MALEMORT DU COMTAT",44.022057400000001,5.157786700000000,MSP LES PRUNIERS,./0.png
4.9277209,44.0035384,"111","35 Rue du 8 Mai 1945, 84320 Entraigues-sur-la-Sorgue, France","35, RUE, DU 8 MAI 1945, 84, VAUCLUSE, 84320 ENTRAIGUES SUR LA SORGUE",44.003538399999996,4.927720900000000,MSP ENTRAIGUES - ALTHEN,./0.png
4.8986915,44.0415606,"112","2 Pl. du Château d'Eau, 84370 Bédarrides, France","2, PLACE, DU CHATEAU D'EAU, 84, VAUCLUSE, 84370 BEDARRIDES",44.041560599999997,4.898691500000000,MSP DE BEDARRIDES,./0.png
4.981853,44.2243914,"113","582 Rte Du Stade, 84110 Rasteau, France","582, ROUTE, DU STADE, 84, VAUCLUSE, 84110 RASTEAU",44.224391400000002,4.981853000000000,MSP DE RASTEAU,./0.png
4.9315715,43.9574892,"114","85 Av. de la Retanque, 84450 Saint-Saturnin-lès-Avignon, France","85, AVENUE, DE LA RETANQUE, 84, VAUCLUSE, 84450 ST SATURNIN LES AVIGNON",43.957489199999998,4.931571500000000,MSP DE LA RETANQUE,./0.png
5.3965933,43.8737485,"115","172 Bd National, 84400 Apt, France","172, BOULEVARD, NATIONAL, 84, VAUCLUSE, 84400 APT",43.873748499999998,5.396593300000000,SCM LES DRUIDES,./0.png
5.0432607,44.0498152,"116","154 Av. Bel air, 84200 Carpentras, France","154, AVENUE, BEL AIR, 84, VAUCLUSE, 84200 CARPENTRAS",44.049815199999998,5.043260700000000,MSP BEL AIR,./0.png
4.82537,43.9285684,"117","38 Rue François Premier, 84000 Avignon, France","38, RUE, FRANCOIS PREMIER, 84, VAUCLUSE, 84000 AVIGNON",43.928568400000003,4.825370000000000,MSP MRS D'AVIGNON,./0.png
4.9070153,43.9794702,"118","209 Pl. du Petit Pont, 84270 Vedène, France","209, PLACE, DU PETIT PONT, 84, VAUCLUSE, 84270 VEDENE",43.979470200000002,4.907015300000000,MSP DE VEDENE,./0.png
5.0409437,43.8387575,"119","82 Bd Agnely, 84300 Cavaillon, France","82, BOULEVARD, AGNELY, 84, VAUCLUSE, 84300 CAVAILLON",43.838757500000000,5.040943700000000,MSP CAVAILLON,./0.png
4.9479773,43.9269176,"120","564 Rte du Thor, 84470 Châteauneuf-de-Gadagne, France","564, ROUTE, DU THOR, 84, VAUCLUSE, 84470 CHATEAUNEUF DE GADAGNE",43.926917600000003,4.947977300000000,MSP DE GADAGNE,./0.png
5.3776175,43.7336589,"121","16 Bd de la Liberté, 84160 Cadenet, France","16, BOULEVARD, DE LA LIBERTE, 84, VAUCLUSE, 84160 CADENET",43.733658900000002,5.377617500000000,MSP DE CADENET,./0.png
5.0745804,44.2416168,"122","16 Cr Taulignan, 84110 Vaison-la-Romaine, France","16, COURS, TAULIGNAN, 84, VAUCLUSE, 84110 VAISON LA ROMAINE",44.241616800000003,5.074580400000000,MSP MULTISITES DU PAYS VAISONNAIS,./0.png
